,gene_id,organism,plate_location,address,target,target_plate
259,BBF10K_001648,Mesoplasma_florum,glycerol-plate_15,A7,53.0,Mesoplasma_florum_0
260,BBF10K_001016,Bacillus_subtilis,glycerol-plate_15,G2,39.0,Bacillus_subtilis_0
261,BBF10K_000859,Bacillus_subtilis,glycerol-plate_15,G1,40.0,Bacillus_subtilis_0
262,BBF10K_001507,Mesoplasma_florum,glycerol-plate_15,F5,54.0,Mesoplasma_florum_0
263,BBF10K_002828,Mycoplasma_pneumonia,glycerol-plate_15,C12,51.0,Mycoplasma_pneumonia_0
264,BBF10K_002336,Mycoplasma_genitalium,glycerol-plate_15,D9,34.0,Mycoplasma_genitalium_0
265,BBF10K_001692,Mesoplasma_florum,glycerol-plate_15,D7,55.0,Mesoplasma_florum_0
266,BBF10K_001662,Mesoplasma_florum,glycerol-plate_15,A1,56.0,Mesoplasma_florum_0
267,BBF10K_001946,Mycoplasma_genitalium,glycerol-plate_15,E8,35.0,Mycoplasma_genitalium_0
268,BBF10K_002531,Mycoplasma_pneumonia,glycerol-plate_15,D10,52.0,Mycoplasma_pneumonia_0
269,BBF10K_002685,Mycoplasma_pneumonia,glycerol-plate_15,H10,53.0,Mycoplasma_pneumonia_0
270,BBF10K_002764,Mycoplasma_pneumonia,glycerol-plate_15,D11,54.0,Mycoplasma_pneumonia_0
271,BBF10K_001693,Mesoplasma_florum,glycerol-plate_15,E7,57.0,Mesoplasma_florum_0
272,BBF10K_002403,Mycoplasma_genitalium,glycerol-plate_16,F9,36.0,Mycoplasma_genitalium_0
273,BBF10K_003013,Mycoplasma_pneumonia,glycerol-plate_16,B12,55.0,Mycoplasma_pneumonia_0
274,BBF10K_003056,Mycoplasma_pneumonia,glycerol-plate_16,G12,56.0,Mycoplasma_pneumonia_0
275,BBF10K_003008,Mycoplasma_pneumonia,glycerol-plate_16,A12,57.0,Mycoplasma_pneumonia_0
276,BBF10K_002938,Mycoplasma_pneumonia,glycerol-plate_16,H11,58.0,Mycoplasma_pneumonia_0
277,BBF10K_002919,Mycoplasma_pneumonia,glycerol-plate_16,F11,59.0,Mycoplasma_pneumonia_0
278,BBF10K_002114,Mycoplasma_genitalium,glycerol-plate_16,C8,37.0,Mycoplasma_genitalium_0
279,BBF10K_001824,Mesoplasma_florum,glycerol-plate_16,G1,58.0,Mesoplasma_florum_0
280,BBF10K_002237,Mycoplasma_genitalium,glycerol-plate_16,G8,38.0,Mycoplasma_genitalium_0
281,BBF10K_002084,Mycoplasma_genitalium,glycerol-plate_16,G7,39.0,Mycoplasma_genitalium_0
282,BBF10K_001994,Mycoplasma_genitalium,glycerol-plate_16,B7,40.0,Mycoplasma_genitalium_0
283,BBF10K_002146,Mycoplasma_genitalium,glycerol-plate_16,E8,41.0,Mycoplasma_genitalium_0
284,BBF10K_002173,Mycoplasma_genitalium,glycerol-plate_16,F8,42.0,Mycoplasma_genitalium_0
285,BBF10K_002701,Mycoplasma_pneumonia,glycerol-plate_16,A11,60.0,Mycoplasma_pneumonia_0
286,BBF10K_002838,Mycoplasma_pneumonia,glycerol-plate_16,C11,61.0,Mycoplasma_pneumonia_0
287,BBF10K_003103,Mycoplasma_pneumonia,glycerol-plate_16,H12,62.0,Mycoplasma_pneumonia_0
288,BBF10K_002514,Mycoplasma_pneumonia,glycerol-plate_16,H9,63.0,Mycoplasma_pneumonia_0
289,BBF10K_002450,Mycoplasma_pneumonia,glycerol-plate_16,G9,64.0,Mycoplasma_pneumonia_0
290,BBF10K_002547,Mycoplasma_pneumonia,glycerol-plate_16,D10,65.0,Mycoplasma_pneumonia_0
291,BBF10K_003035,Mycoplasma_pneumonia,glycerol-plate_16,E12,66.0,Mycoplasma_pneumonia_0
292,BBF10K_002292,Mycoplasma_genitalium,glycerol-plate_16,A9,43.0,Mycoplasma_genitalium_0
293,BBF10K_002384,Mycoplasma_genitalium,glycerol-plate_16,E9,44.0,Mycoplasma_genitalium_0
294,BBF10K_002774,Mycoplasma_pneumonia,glycerol-plate_16,B11,67.0,Mycoplasma_pneumonia_0
295,BBF10K_002910,Mycoplasma_pneumonia,glycerol-plate_16,E11,68.0,Mycoplasma_pneumonia_0
296,BBF10K_002523,Mycoplasma_pneumonia,glycerol-plate_16,B10,69.0,Mycoplasma_pneumonia_0
297,BBF10K_002061,Mycoplasma_genitalium,glycerol-plate_16,E7,45.0,Mycoplasma_genitalium_0
298,BBF10K_001062,Escherichia_coli,glycerol-plate_16,B4,24.0,Escherichia_coli_0
299,BBF10K_002518,Mycoplasma_pneumonia,glycerol-plate_16,A10,70.0,Mycoplasma_pneumonia_0
300,BBF10K_002591,Mycoplasma_pneumonia,glycerol-plate_16,F10,71.0,Mycoplasma_pneumonia_0
301,BBF10K_003016,Mycoplasma_pneumonia,glycerol-plate_16,C12,72.0,Mycoplasma_pneumonia_0
302,BBF10K_002135,Mycoplasma_genitalium,glycerol-plate_16,D8,46.0,Mycoplasma_genitalium_0
303,BBF10K_002103,Mycoplasma_genitalium,glycerol-plate_16,B8,47.0,Mycoplasma_genitalium_0
304,BBF10K_002367,Mycoplasma_genitalium,glycerol-plate_16,C9,48.0,Mycoplasma_genitalium_0
305,BBF10K_002287,Mycoplasma_genitalium,glycerol-plate_17,C1,49.0,Mycoplasma_genitalium_0
306,BBF10K_002126,Mycoplasma_genitalium,glycerol-plate_17,B8,50.0,Mycoplasma_genitalium_0
307,BBF10K_002150,Mycoplasma_genitalium,glycerol-plate_17,C8,51.0,Mycoplasma_genitalium_0
308,BBF10K_002316,Mycoplasma_genitalium,glycerol-plate_17,D9,52.0,Mycoplasma_genitalium_0
309,BBF10K_001251,Mesoplasma_florum,glycerol-plate_17,A2,59.0,Mesoplasma_florum_0
310,BBF10K_001595,Mesoplasma_florum,glycerol-plate_17,B4,60.0,Mesoplasma_florum_0
311,BBF10K_002564,Mycoplasma_pneumonia,glycerol-plate_17,D10,73.0,Mycoplasma_pneumonia_0
312,BBF10K_001312,Mesoplasma_florum,glycerol-plate_17,E2,61.0,Mesoplasma_florum_0
313,BBF10K_002805,Mycoplasma_pneumonia,glycerol-plate_17,E11,74.0,Mycoplasma_pneumonia_0
314,BBF10K_001433,Mesoplasma_florum,glycerol-plate_17,E3,62.0,Mesoplasma_florum_0
315,BBF10K_002026,Mycoplasma_genitalium,glycerol-plate_17,E7,53.0,Mycoplasma_genitalium_0
316,BBF10K_001362,Mesoplasma_florum,glycerol-plate_17,F2,63.0,Mesoplasma_florum_0
317,BBF10K_002159,Mycoplasma_genitalium,glycerol-plate_17,D8,54.0,Mycoplasma_genitalium_0
318,BBF10K_002849,Mycoplasma_pneumonia,glycerol-plate_17,A12,75.0,Mycoplasma_pneumonia_0
319,BBF10K_002230,Mycoplasma_genitalium,glycerol-plate_17,G8,55.0,Mycoplasma_genitalium_0
320,BBF10K_001738,Mesoplasma_florum,glycerol-plate_17,A5,64.0,Mesoplasma_florum_0
321,BBF10K_002032,Mycoplasma_genitalium,glycerol-plate_17,F7,56.0,Mycoplasma_genitalium_0
322,BBF10K_002112,Mycoplasma_genitalium,glycerol-plate_17,H7,57.0,Mycoplasma_genitalium_0
323,BBF10K_001871,Mesoplasma_florum,glycerol-plate_17,C6,65.0,Mesoplasma_florum_0
324,BBF10K_001819,Mesoplasma_florum,glycerol-plate_17,G5,66.0,Mesoplasma_florum_0
325,BBF10K_002408,Mycoplasma_genitalium,glycerol-plate_17,E9,58.0,Mycoplasma_genitalium_0
326,BBF10K_001388,Mesoplasma_florum,glycerol-plate_17,A3,67.0,Mesoplasma_florum_0
327,BBF10K_001855,Mesoplasma_florum,glycerol-plate_17,A6,68.0,Mesoplasma_florum_0
328,BBF10K_001611,Mesoplasma_florum,glycerol-plate_17,C4,69.0,Mesoplasma_florum_0
329,BBF10K_002959,Mycoplasma_pneumonia,glycerol-plate_17,H1,76.0,Mycoplasma_pneumonia_0
330,BBF10K_001412,Mesoplasma_florum,glycerol-plate_17,C3,70.0,Mesoplasma_florum_0
331,BBF10K_003044,Mycoplasma_pneumonia,glycerol-plate_17,F9,77.0,Mycoplasma_pneumonia_0
332,BBF10K_003006,Mycoplasma_pneumonia,glycerol-plate_17,E12,78.0,Mycoplasma_pneumonia_0
333,BBF10K_001727,Mesoplasma_florum,glycerol-plate_17,G4,71.0,Mesoplasma_florum_0
334,BBF10K_002730,Mycoplasma_pneumonia,glycerol-plate_17,D11,79.0,Mycoplasma_pneumonia_0
335,BBF10K_001381,Mesoplasma_florum,glycerol-plate_17,H2,72.0,Mesoplasma_florum_0
336,BBF10K_001906,Mesoplasma_florum,glycerol-plate_17,F6,73.0,Mesoplasma_florum_0
337,BBF10K_001415,Mesoplasma_florum,glycerol-plate_17,D3,74.0,Mesoplasma_florum_0
338,BBF10K_002817,Mycoplasma_pneumonia,glycerol-plate_17,F11,80.0,Mycoplasma_pneumonia_0
339,BBF10K_001856,Mesoplasma_florum,glycerol-plate_17,B6,75.0,Mesoplasma_florum_0
340,BBF10K_001397,Mesoplasma_florum,glycerol-plate_17,B3,76.0,Mesoplasma_florum_0
341,BBF10K_002516,Mycoplasma_pneumonia,glycerol-plate_17,A10,81.0,Mycoplasma_pneumonia_0
342,BBF10K_001289,Mesoplasma_florum,glycerol-plate_17,D2,77.0,Mesoplasma_florum_0
343,BBF10K_001441,Mesoplasma_florum,glycerol-plate_17,F3,78.0,Mesoplasma_florum_0
344,BBF10K_001883,Mesoplasma_florum,glycerol-plate_17,D6,79.0,Mesoplasma_florum_0
345,BBF10K_001784,Mesoplasma_florum,glycerol-plate_17,F5,80.0,Mesoplasma_florum_0
346,BBF10K_001341,Mesoplasma_florum,glycerol-plate_17,A1,81.0,Mesoplasma_florum_0
347,BBF10K_002704,Mycoplasma_pneumonia,glycerol-plate_17,B11,82.0,Mycoplasma_pneumonia_0
348,BBF10K_003091,Mycoplasma_pneumonia,glycerol-plate_17,G12,83.0,Mycoplasma_pneumonia_0
349,BBF10K_003046,Mycoplasma_pneumonia,glycerol-plate_17,C11,84.0,Mycoplasma_pneumonia_0
350,BBF10K_003023,Mycoplasma_pneumonia,glycerol-plate_17,E1,85.0,Mycoplasma_pneumonia_0
351,BBF10K_001768,Mesoplasma_florum,glycerol-plate_17,D5,82.0,Mesoplasma_florum_0
352,BBF10K_003031,Mycoplasma_pneumonia,glycerol-plate_17,F12,86.0,Mycoplasma_pneumonia_0
353,BBF10K_002013,Mycoplasma_genitalium,glycerol-plate_17,D7,59.0,Mycoplasma_genitalium_0
354,BBF10K_002579,Mycoplasma_pneumonia,glycerol-plate_17,F10,87.0,Mycoplasma_pneumonia_0
355,BBF10K_002271,Mycoplasma_genitalium,glycerol-plate_17,A9,60.0,Mycoplasma_genitalium_0
356,BBF10K_002035,Mycoplasma_genitalium,glycerol-plate_17,G7,61.0,Mycoplasma_genitalium_0
357,BBF10K_002172,Mycoplasma_genitalium,glycerol-plate_17,E8,62.0,Mycoplasma_genitalium_0
358,BBF10K_002982,Mycoplasma_pneumonia,glycerol-plate_17,D12,88.0,Mycoplasma_pneumonia_0
359,BBF10K_003043,Mycoplasma_pneumonia,glycerol-plate_17,C9,89.0,Mycoplasma_pneumonia_0
360,BBF10K_001669,Mesoplasma_florum,glycerol-plate_17,D4,83.0,Mesoplasma_florum_0
361,BBF10K_001701,Mesoplasma_florum,glycerol-plate_17,E4,84.0,Mesoplasma_florum_0
362,BBF10K_003018,Mycoplasma_pneumonia,glycerol-plate_17,D1,90.0,Mycoplasma_pneumonia_0
363,BBF10K_001886,Mesoplasma_florum,glycerol-plate_17,E6,85.0,Mesoplasma_florum_0
364,BBF10K_003072,Mycoplasma_pneumonia,glycerol-plate_17,G1,91.0,Mycoplasma_pneumonia_0
365,BBF10K_001514,Mesoplasma_florum,glycerol-plate_17,H3,86.0,Mesoplasma_florum_0
366,BBF10K_002077,Mycoplasma_genitalium,glycerol-plate_18,F9,63.0,Mycoplasma_genitalium_0
367,BBF10K_002750,Mycoplasma_pneumonia,glycerol-plate_18,D12,92.0,Mycoplasma_pneumonia_0
368,BBF10K_002581,Mycoplasma_pneumonia,glycerol-plate_18,F11,93.0,Mycoplasma_pneumonia_0
369,BBF10K_002308,Mycoplasma_genitalium,glycerol-plate_18,E10,64.0,Mycoplasma_genitalium_0
370,BBF10K_002167,Mycoplasma_genitalium,glycerol-plate_18,A10,65.0,Mycoplasma_genitalium_0
371,BBF10K_001005,Bacillus_subtilis,glycerol-plate_18,F4,41.0,Bacillus_subtilis_0
372,BBF10K_002577,Mycoplasma_pneumonia,glycerol-plate_18,E11,94.0,Mycoplasma_pneumonia_0
373,BBF10K_000886,Bacillus_subtilis,glycerol-plate_18,C3,42.0,Bacillus_subtilis_0
374,BBF10K_002158,Mycoplasma_genitalium,glycerol-plate_18,G9,66.0,Mycoplasma_genitalium_0
375,BBF10K_000918,Bacillus_subtilis,glycerol-plate_18,D3,43.0,Bacillus_subtilis_0
376,BBF10K_002812,Mycoplasma_pneumonia,glycerol-plate_18,F12,95.0,Mycoplasma_pneumonia_0
377,BBF10K_003027,Mycoplasma_pneumonia,glycerol-plate_18,H12,0.0,Mycoplasma_pneumonia_1
378,BBF10K_000846,Bacillus_subtilis,glycerol-plate_18,G2,44.0,Bacillus_subtilis_0
379,BBF10K_000932,Bacillus_subtilis,glycerol-plate_18,F3,45.0,Bacillus_subtilis_0
380,BBF10K_000972,Bacillus_subtilis,glycerol-plate_18,B4,46.0,Bacillus_subtilis_0
381,BBF10K_002726,Mycoplasma_pneumonia,glycerol-plate_18,B12,1.0,Mycoplasma_pneumonia_1
382,BBF10K_000794,Bacillus_subtilis,glycerol-plate_18,D2,47.0,Bacillus_subtilis_0
383,BBF10K_002198,Mycoplasma_genitalium,glycerol-plate_18,B10,67.0,Mycoplasma_genitalium_0
384,BBF10K_001029,Bacillus_subtilis,glycerol-plate_18,H4,48.0,Bacillus_subtilis_0
385,BBF10K_002011,Mycoplasma_genitalium,glycerol-plate_18,D9,68.0,Mycoplasma_genitalium_0
386,BBF10K_002862,Mycoplasma_pneumonia,glycerol-plate_18,G12,2.0,Mycoplasma_pneumonia_1
387,BBF10K_000765,Bacillus_subtilis,glycerol-plate_18,A2,49.0,Bacillus_subtilis_0
388,BBF10K_002197,Mycoplasma_genitalium,glycerol-plate_18,G8,69.0,Mycoplasma_genitalium_0
389,BBF10K_000851,Bacillus_subtilis,glycerol-plate_18,H2,50.0,Bacillus_subtilis_0
390,BBF10K_001762,Mesoplasma_florum,glycerol-plate_18,D8,87.0,Mesoplasma_florum_0
391,BBF10K_000943,Bacillus_subtilis,glycerol-plate_18,G3,51.0,Bacillus_subtilis_0
392,BBF10K_002414,Mycoplasma_genitalium,glycerol-plate_18,A11,70.0,Mycoplasma_genitalium_0
393,BBF10K_000772,Bacillus_subtilis,glycerol-plate_18,B2,52.0,Bacillus_subtilis_0
394,BBF10K_001095,Escherichia_coli,glycerol-plate_18,D5,25.0,Escherichia_coli_0
395,BBF10K_002355,Mycoplasma_genitalium,glycerol-plate_18,G10,71.0,Mycoplasma_genitalium_0
396,BBF10K_000950,Bacillus_subtilis,glycerol-plate_18,H3,53.0,Bacillus_subtilis_0
397,BBF10K_002546,Mycoplasma_pneumonia,glycerol-plate_18,F1,3.0,Mycoplasma_pneumonia_1
398,BBF10K_002291,Mycoplasma_genitalium,glycerol-plate_18,C10,72.0,Mycoplasma_genitalium_0
399,BBF10K_000979,Bacillus_subtilis,glycerol-plate_18,C4,54.0,Bacillus_subtilis_0
400,BBF10K_000965,Bacillus_subtilis,glycerol-plate_18,A4,55.0,Bacillus_subtilis_0
401,BBF10K_002636,Mycoplasma_pneumonia,glycerol-plate_18,A12,4.0,Mycoplasma_pneumonia_1
402,BBF10K_002594,Mycoplasma_pneumonia,glycerol-plate_18,G11,5.0,Mycoplasma_pneumonia_1
403,BBF10K_000992,Bacillus_subtilis,glycerol-plate_18,E4,56.0,Bacillus_subtilis_0
404,BBF10K_002317,Mycoplasma_genitalium,glycerol-plate_18,F10,73.0,Mycoplasma_genitalium_0
405,BBF10K_000791,Bacillus_subtilis,glycerol-plate_18,C2,57.0,Bacillus_subtilis_0
406,BBF10K_002634,Mycoplasma_pneumonia,glycerol-plate_18,H11,6.0,Mycoplasma_pneumonia_1
407,BBF10K_002485,Mycoplasma_pneumonia,glycerol-plate_18,C11,7.0,Mycoplasma_pneumonia_1
408,BBF10K_002741,Mycoplasma_pneumonia,glycerol-plate_18,C12,8.0,Mycoplasma_pneumonia_1
409,BBF10K_001605,Mesoplasma_florum,glycerol-plate_18,C1,88.0,Mesoplasma_florum_0
410,BBF10K_001374,Mesoplasma_florum,glycerol-plate_18,D7,89.0,Mesoplasma_florum_0
411,BBF10K_001851,Mesoplasma_florum,glycerol-plate_18,G7,90.0,Mesoplasma_florum_0
412,BBF10K_001721,Mesoplasma_florum,glycerol-plate_18,B8,91.0,Mesoplasma_florum_0
413,BBF10K_001698,Mesoplasma_florum,glycerol-plate_18,H7,92.0,Mesoplasma_florum_0
414,BBF10K_001712,Mesoplasma_florum,glycerol-plate_18,A8,93.0,Mesoplasma_florum_0
415,BBF10K_001861,Mesoplasma_florum,glycerol-plate_18,D1,94.0,Mesoplasma_florum_0
416,BBF10K_001155,Escherichia_coli,glycerol-plate_18,H5,26.0,Escherichia_coli_0
417,BBF10K_001080,Escherichia_coli,glycerol-plate_18,B5,27.0,Escherichia_coli_0
418,BBF10K_001729,Mesoplasma_florum,glycerol-plate_18,H1,95.0,Mesoplasma_florum_0
419,BBF10K_001180,Escherichia_coli,glycerol-plate_18,C6,28.0,Escherichia_coli_0
420,BBF10K_002303,Mycoplasma_genitalium,glycerol-plate_18,D10,74.0,Mycoplasma_genitalium_0
421,BBF10K_002974,Mycoplasma_pneumonia,glycerol-plate_19,H6,9.0,Mycoplasma_pneumonia_1
422,BBF10K_002604,Mycoplasma_pneumonia,glycerol-plate_19,A11,10.0,Mycoplasma_pneumonia_1
423,BBF10K_001270,Mesoplasma_florum,glycerol-plate_19,E5,0.0,Mesoplasma_florum_1
424,BBF10K_001273,Mesoplasma_florum,glycerol-plate_19,H5,1.0,Mesoplasma_florum_1
425,BBF10K_001725,Mesoplasma_florum,glycerol-plate_19,F3,2.0,Mesoplasma_florum_1
426,BBF10K_001787,Mesoplasma_florum,glycerol-plate_19,D4,3.0,Mesoplasma_florum_1
427,BBF10K_001566,Mesoplasma_florum,glycerol-plate_19,H12,4.0,Mesoplasma_florum_1
428,BBF10K_002396,Mycoplasma_genitalium,glycerol-plate_19,H2,75.0,Mycoplasma_genitalium_0
429,BBF10K_002219,Mycoplasma_genitalium,glycerol-plate_19,G7,76.0,Mycoplasma_genitalium_0
430,BBF10K_002276,Mycoplasma_genitalium,glycerol-plate_19,D8,77.0,Mycoplasma_genitalium_0
431,BBF10K_002510,Mycoplasma_pneumonia,glycerol-plate_19,B10,11.0,Mycoplasma_pneumonia_1
432,BBF10K_001400,Mesoplasma_florum,glycerol-plate_19,H7,5.0,Mesoplasma_florum_1
433,BBF10K_001620,Mesoplasma_florum,glycerol-plate_19,E3,6.0,Mesoplasma_florum_1
434,BBF10K_003076,Mycoplasma_pneumonia,glycerol-plate_19,H4,12.0,Mycoplasma_pneumonia_1
435,BBF10K_001467,Mesoplasma_florum,glycerol-plate_19,F2,7.0,Mesoplasma_florum_1
436,BBF10K_001429,Mesoplasma_florum,glycerol-plate_19,E8,8.0,Mesoplasma_florum_1
437,BBF10K_001354,Mesoplasma_florum,glycerol-plate_19,E7,9.0,Mesoplasma_florum_1
438,BBF10K_002843,Mycoplasma_pneumonia,glycerol-plate_19,D12,13.0,Mycoplasma_pneumonia_1
439,BBF10K_002326,Mycoplasma_genitalium,glycerol-plate_19,G8,78.0,Mycoplasma_genitalium_0
440,BBF10K_001535,Mesoplasma_florum,glycerol-plate_19,H11,10.0,Mesoplasma_florum_1
441,BBF10K_001705,Mesoplasma_florum,glycerol-plate_19,E1,11.0,Mesoplasma_florum_1
442,BBF10K_001541,Mesoplasma_florum,glycerol-plate_19,E12,12.0,Mesoplasma_florum_1
443,BBF10K_001261,Mesoplasma_florum,glycerol-plate_19,B5,13.0,Mesoplasma_florum_1
444,BBF10K_002417,Mycoplasma_genitalium,glycerol-plate_19,D9,79.0,Mycoplasma_genitalium_0
445,BBF10K_002052,Mycoplasma_genitalium,glycerol-plate_19,E2,80.0,Mycoplasma_genitalium_0
446,BBF10K_002263,Mycoplasma_genitalium,glycerol-plate_19,B8,81.0,Mycoplasma_genitalium_0
447,BBF10K_001445,Mesoplasma_florum,glycerol-plate_19,E9,14.0,Mesoplasma_florum_1
448,BBF10K_002765,Mycoplasma_pneumonia,glycerol-plate_19,A12,14.0,Mycoplasma_pneumonia_1
449,BBF10K_001769,Mesoplasma_florum,glycerol-plate_19,H1,15.0,Mesoplasma_florum_1
450,BBF10K_001477,Mesoplasma_florum,glycerol-plate_19,E11,16.0,Mesoplasma_florum_1
451,BBF10K_002552,Mycoplasma_pneumonia,glycerol-plate_19,F10,15.0,Mycoplasma_pneumonia_1
452,BBF10K_001471,Mesoplasma_florum,glycerol-plate_19,H9,17.0,Mesoplasma_florum_1
453,BBF10K_002981,Mycoplasma_pneumonia,glycerol-plate_19,F12,16.0,Mycoplasma_pneumonia_1
454,BBF10K_002662,Mycoplasma_pneumonia,glycerol-plate_19,C11,17.0,Mycoplasma_pneumonia_1
455,BBF10K_002025,Mycoplasma_genitalium,glycerol-plate_19,C6,82.0,Mycoplasma_genitalium_0
456,BBF10K_002309,Mycoplasma_genitalium,glycerol-plate_19,F8,83.0,Mycoplasma_genitalium_0
457,BBF10K_002956,Mycoplasma_pneumonia,glycerol-plate_19,E4,18.0,Mycoplasma_pneumonia_1
458,BBF10K_002984,Mycoplasma_pneumonia,glycerol-plate_19,G12,19.0,Mycoplasma_pneumonia_1
459,BBF10K_001534,Mesoplasma_florum,glycerol-plate_19,G11,18.0,Mesoplasma_florum_1
460,BBF10K_001435,Mesoplasma_florum,glycerol-plate_19,H8,19.0,Mesoplasma_florum_1
461,BBF10K_001882,Mesoplasma_florum,glycerol-plate_19,F4,20.0,Mesoplasma_florum_1
462,BBF10K_000251,Mycoplasma_syn3,glycerol-plate_2,B5,58.0,Mycoplasma_syn3_0
463,BBF10K_000087,Mycoplasma_syn3,glycerol-plate_2,E1,59.0,Mycoplasma_syn3_0
464,BBF10K_000388,Mycoplasma_syn3,glycerol-plate_2,H2,60.0,Mycoplasma_syn3_0
465,BBF10K_000206,Mycoplasma_syn3,glycerol-plate_2,A8,61.0,Mycoplasma_syn3_0
466,BBF10K_000084,Mycoplasma_syn3,glycerol-plate_2,G5,62.0,Mycoplasma_syn3_0
467,BBF10K_000296,Mycoplasma_syn3,glycerol-plate_2,H7,63.0,Mycoplasma_syn3_0
468,BBF10K_000311,Mycoplasma_syn3,glycerol-plate_2,H4,64.0,Mycoplasma_syn3_0
469,BBF10K_000339,Mycoplasma_syn3,glycerol-plate_2,E6,65.0,Mycoplasma_syn3_0
470,BBF10K_000292,Mycoplasma_syn3,glycerol-plate_2,F10,66.0,Mycoplasma_syn3_0
471,BBF10K_000054,Mycoplasma_syn3,glycerol-plate_2,C8,67.0,Mycoplasma_syn3_0
472,BBF10K_000111,Mycoplasma_syn3,glycerol-plate_2,A10,68.0,Mycoplasma_syn3_0
473,BBF10K_000187,Mycoplasma_syn3,glycerol-plate_2,F6,69.0,Mycoplasma_syn3_0
474,BBF10K_000343,Mycoplasma_syn3,glycerol-plate_2,D11,70.0,Mycoplasma_syn3_0
475,BBF10K_000175,Mycoplasma_syn3,glycerol-plate_2,A3,71.0,Mycoplasma_syn3_0
476,BBF10K_000112,Mycoplasma_syn3,glycerol-plate_2,G10,72.0,Mycoplasma_syn3_0
477,BBF10K_000374,Mycoplasma_syn3,glycerol-plate_2,A9,73.0,Mycoplasma_syn3_0
478,BBF10K_000096,Mycoplasma_syn3,glycerol-plate_2,B11,74.0,Mycoplasma_syn3_0
479,BBF10K_000289,Mycoplasma_syn3,glycerol-plate_2,C6,75.0,Mycoplasma_syn3_0
480,BBF10K_000268,Mycoplasma_syn3,glycerol-plate_2,H12,76.0,Mycoplasma_syn3_0
481,BBF10K_000226,Mycoplasma_syn3,glycerol-plate_2,C9,77.0,Mycoplasma_syn3_0
482,BBF10K_000036,Mycoplasma_syn3,glycerol-plate_2,H6,78.0,Mycoplasma_syn3_0
483,BBF10K_000003,Mycoplasma_syn3,glycerol-plate_2,F3,79.0,Mycoplasma_syn3_0
484,BBF10K_000025,Mycoplasma_syn3,glycerol-plate_2,B12,80.0,Mycoplasma_syn3_0
485,BBF10K_000088,Mycoplasma_syn3,glycerol-plate_2,C3,81.0,Mycoplasma_syn3_0
486,BBF10K_000009,Mycoplasma_syn3,glycerol-plate_2,D5,82.0,Mycoplasma_syn3_0
487,BBF10K_000220,Mycoplasma_syn3,glycerol-plate_2,E3,83.0,Mycoplasma_syn3_0
488,BBF10K_000325,Mycoplasma_syn3,glycerol-plate_2,H11,84.0,Mycoplasma_syn3_0
489,BBF10K_000114,Mycoplasma_syn3,glycerol-plate_2,G4,85.0,Mycoplasma_syn3_0
490,BBF10K_000098,Mycoplasma_syn3,glycerol-plate_2,D3,86.0,Mycoplasma_syn3_0
491,BBF10K_000397,Mycoplasma_syn3,glycerol-plate_2,E10,87.0,Mycoplasma_syn3_0
492,BBF10K_000121,Mycoplasma_syn3,glycerol-plate_2,A7,88.0,Mycoplasma_syn3_0
493,BBF10K_000085,Mycoplasma_syn3,glycerol-plate_2,F4,89.0,Mycoplasma_syn3_0
494,BBF10K_000210,Mycoplasma_syn3,glycerol-plate_2,D6,90.0,Mycoplasma_syn3_0
495,BBF10K_000086,Mycoplasma_syn3,glycerol-plate_2,B3,91.0,Mycoplasma_syn3_0
496,BBF10K_000359,Mycoplasma_syn3,glycerol-plate_2,B9,92.0,Mycoplasma_syn3_0
497,BBF10K_000256,Mycoplasma_syn3,glycerol-plate_2,A11,93.0,Mycoplasma_syn3_0
498,BBF10K_000316,Mycoplasma_syn3,glycerol-plate_2,D8,94.0,Mycoplasma_syn3_0
499,BBF10K_000198,Mycoplasma_syn3,glycerol-plate_2,G1,95.0,Mycoplasma_syn3_0
500,BBF10K_000126,Mycoplasma_syn3,glycerol-plate_2,B2,0.0,Mycoplasma_syn3_1
501,BBF10K_000026,Mycoplasma_syn3,glycerol-plate_2,E9,1.0,Mycoplasma_syn3_1
502,BBF10K_000291,Mycoplasma_syn3,glycerol-plate_2,C2,2.0,Mycoplasma_syn3_1
503,BBF10K_000245,Mycoplasma_syn3,glycerol-plate_2,A1,3.0,Mycoplasma_syn3_1
504,BBF10K_000246,Mycoplasma_syn3,glycerol-plate_2,B10,4.0,Mycoplasma_syn3_1
505,BBF10K_000304,Mycoplasma_syn3,glycerol-plate_2,C7,5.0,Mycoplasma_syn3_1
506,BBF10K_000060,Mycoplasma_syn3,glycerol-plate_2,F9,6.0,Mycoplasma_syn3_1
507,BBF10K_000228,Mycoplasma_syn3,glycerol-plate_2,E7,7.0,Mycoplasma_syn3_1
508,BBF10K_000261,Mycoplasma_syn3,glycerol-plate_2,D2,8.0,Mycoplasma_syn3_1
509,BBF10K_000224,Mycoplasma_syn3,glycerol-plate_2,F11,9.0,Mycoplasma_syn3_1
510,BBF10K_000299,Mycoplasma_syn3,glycerol-plate_2,H3,10.0,Mycoplasma_syn3_1
511,BBF10K_000266,Mycoplasma_syn3,glycerol-plate_2,F2,11.0,Mycoplasma_syn3_1
512,BBF10K_000294,Mycoplasma_syn3,glycerol-plate_2,G3,12.0,Mycoplasma_syn3_1
513,BBF10K_000151,Mycoplasma_syn3,glycerol-plate_2,F12,13.0,Mycoplasma_syn3_1
